rxn,Output
Brc1cccnc1*CCOC(=O)/C=C/c1ccccc1*C[C@]12C[C@@]3(C)O[C@](C)(C[C@@](C)(O1)O3)[P+]2(c1ccccc1)[Pd-2]1(OS(C)(=O)=O)[NH2+]c2ccccc2-c2ccccc21*CCC=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C,0.0
Brc1cccnc1*Oc1ccccc1*COc1ccc(C)c(-c2c(C(C)C)cc(C(C)C)cc2C(C)C)c1[P+](C(C)(C)C)(C(C)(C)C)[Pd-2]1(OS(C)(=O)=O)[NH2+]c2ccccc2-c2ccccc21*CCN(CC)P1(=NC(C)(C)C)N(C)CCCN1C,0.0
Brc1cccnc1*OCCCc1ccccc1*COc1ccc(OC)c([P+](C(C)(C)C)(C(C)(C)C)[Pd-2]2(OS(C)(=O)=O)[NH2+]c3ccccc3-c3ccccc32)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C*CN1CCCN2CCCN=C12,4.21
Brc1cccnc1*NC(=O)c1ccccc1*COc1ccc(OC)c([P+](C2CCCCC2)(C2CCCCC2)[Pd-2]2(OS(C)(=O)=O)[NH2+]c3ccccc3-c3ccccc32)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C*CCN(CC)P1(=NC(C)(C)C)N(C)CCCN1C,1.17
Brc1cccnc1*NS(=O)(=O)c1ccccc1*CN(C)c1ccc([P+](C(C)(C)C)(C(C)(C)C)[Pd-2]2(OS(C)(=O)=O)[NH2+]c3ccccc3-c3ccccc32)cc1*CN1CCCN2CCCN=C12,0.0
Brc1cccnc1*CCOC(=O)/C=C/c1ccccc1*COc1ccc(OC)c([P+](C(C)(C)C)(C(C)(C)C)[Pd-2]2(OS(C)(=O)=O)[NH2+]c3ccccc3-c3ccccc32)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C*CN1CCCN2CCCN=C12,0.0
Brc1cccnc1*CC(C)(C)OC(N)=O*CC(C)(C)[P+](C(C)(C)C)(C(C)(C)C)[Pd-2]1(Cl)[NH2+]c2ccccc2-c2ccccc21*CN(C)C(=NC(C)(C)C)N(C)C,0.0
Brc1cccnc1*CCOC(=O)/C=C/c1ccccc1*CS(=O)(=O)O[Pd-2]1([P+](c2ccccc2N2CCOCC2)(C23C[C@H]4C[C@@H](C2)C[C@@H](C3)C4)C23C[C@H]4C[C@@H](C2)C[C@@H](C3)C4)[NH2+]c2ccccc2-c2ccccc21*CCC=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C,0.0
Brc1cccnc1*CCOC(=O)/C=C/c1ccccc1*CN(C)c1ccc([P+](C(C)(C)C)(C(C)(C)C)[Pd-2]2(OS(C)(=O)=O)[NH2+]c3ccccc3-c3ccccc32)cc1*CCN(CC)P1(=NC(C)(C)C)N(C)CCCN1C,0.0
Brc1cccnc1*OCCCc1ccccc1*CC(C)c1cc(C(C)C)c(-c2ccccc2[P+](C2CCCCC2)(C2CCCCC2)[Pd-2]2(OS(C)(=O)=O)[NH2+]c3ccccc3-c3ccccc32)c(C(C)C)c1*CC(C)(C)N=P(N1CCCC1)(N1CCCC1)N1CCCC1,0.0
Brc1cccnc1*NS(=O)(=O)c1ccccc1*COc1ccc(OC)c([P+](C23C[C@H]4C[C@@H](C2)C[C@@H](C3)C4)(C23C[C@H]4C[C@@H](C2)C[C@@H](C3)C4)[Pd-2]2(OS(C)(=O)=O)[NH2+]c3ccccc3-c3ccccc32)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C*CN1CCCN2CCCN=C12,4.62
Brc1cccnc1*N=C(N)Cc1ccccc1*COc1ccc(OC)c([P+](C(C)(C)C)(C(C)(C)C)[Pd-2]2(OS(C)(=O)=O)[NH2+]c3ccccc3-c3ccccc32)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C*C1CCC2=NCCCN2CC1,0.0
Brc1cccnc1*Sc1ccccc1*CN(C)c1ccc([P+](C(C)(C)C)(C(C)(C)C)[Pd-2]2(OS(C)(=O)=O)[NH2+]c3ccccc3-c3ccccc32)cc1*CCN(CC)P1(=NC(C)(C)C)N(C)CCCN1C,0.0
Brc1cccnc1*Nc1ccccc1*COc1ccc(OC)c([P+](C23C[C@H]4C[C@@H](C2)C[C@@H](C3)C4)(C23C[C@H]4C[C@@H](C2)C[C@@H](C3)C4)[Pd-2]2(OS(C)(=O)=O)[NH2+]c3ccccc3-c3ccccc32)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C*CN(C)C(=NC(C)(C)C)N(C)C,16.25
Brc1cccnc1*OCCCc1ccccc1*CC(C)c1cc(C(C)C)c(-c2ccccc2[P+](C2CCCCC2)(C2CCCCC2)[Pd-2]2(OS(C)(=O)=O)[NH2+]c3ccccc3-c3ccccc32)c(C(C)C)c1*CN(C)C(=NC(C)(C)C)N(C)C,0.0
Brc1cccnc1*CC1(C)OB(c2cnn(Cc3ccccc3)c2)OC1(C)C.O*CC(C)c1cc(C(C)C)c(-c2ccccc2[P+](C2CCCCC2)(C2CCCCC2)[Pd-2]2(OS(C)(=O)=O)[NH2+]c3ccccc3-c3ccccc32)c(C(C)C)c1*CN(C)C(=NC(C)(C)C)N(C)C,19.25
Brc1cccnc1*c1ccc(Pc2ccccc2)cc1*COc1ccc(C)c(-c2c(C(C)C)cc(C(C)C)cc2C(C)C)c1[P+](C(C)(C)C)(C(C)(C)C)[Pd-2]1(OS(C)(=O)=O)[NH2+]c2ccccc2-c2ccccc21*CN(C)C(=NC(C)(C)C)N(C)C,0.0
Brc1cccnc1*c1ccc2[nH]ncc2c1*CS(=O)(=O)[O-].c1ccc([P+]2(c3ccccc3)c3ccc4ccccc4c3-c3c(ccc4ccccc34)[P+](c3ccccc3)(c3ccccc3)[Pd-3]23[NH2+]c2ccccc2-c2ccccc23)cc1*CCC=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C,0.0
Brc1cccnc1*NC(=O)c1ccccc1*COc1ccc(OC)c([P+](C23C[C@H]4C[C@@H](C2)C[C@@H](C3)C4)(C23C[C@H]4C[C@@H](C2)C[C@@H](C3)C4)[Pd-2]2(OS(C)(=O)=O)[NH2+]c3ccccc3-c3ccccc32)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C*CN1CCCN2CCCN=C12,14.42
Brc1cccnc1*c1ccc(Pc2ccccc2)cc1*COc1ccc(OC)c([P+](C(C)(C)C)(C(C)(C)C)[Pd-2]2(OS(C)(=O)=O)[NH2+]c3ccccc3-c3ccccc32)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C*CC(C)(C)N=P(N1CCCC1)(N1CCCC1)N1CCCC1,0.0
Brc1cccnc1*c1ccc(Pc2ccccc2)cc1*COc1ccc(OC)c([P+](C23C[C@H]4C[C@@H](C2)C[C@@H](C3)C4)(C23C[C@H]4C[C@@H](C2)C[C@@H](C3)C4)[Pd-2]2(OS(C)(=O)=O)[NH2+]c3ccccc3-c3ccccc32)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C*CCC=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C,0.0
Brc1cccnc1*Oc1ccccc1*CC(C)c1cc(C(C)C)c(-c2ccccc2[P+](C2CCCCC2)(C2CCCCC2)[Pd-2]2(OS(C)(=O)=O)[NH2+]c3ccccc3-c3ccccc32)c(C(C)C)c1*CC(C)(C)N=P(N1CCCC1)(N1CCCC1)N1CCCC1,0.0
Brc1cccnc1*Sc1ccccc1*CN(C)c1ccc([P+](C(C)(C)C)(C(C)(C)C)[Pd-2]2(OS(C)(=O)=O)[NH2+]c3ccccc3-c3ccccc32)cc1*CCC=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C,0.0
Brc1cccnc1*Nc1ccccc1*CS(=O)(=O)[O-].c1ccc([P+]2(c3ccccc3)c3ccc4ccccc4c3-c3c(ccc4ccccc34)[P+](c3ccccc3)(c3ccccc3)[Pd-3]23[NH2+]c2ccccc2-c2ccccc23)cc1*CN(C)C(=NC(C)(C)C)N(C)C,0.0
Brc1cccnc1*Nc1ccc(-c2ccccc2)cn1*CC1(C)c2cccc3c2Oc2c1cccc2[P+](c1ccccc1)(c1ccccc1)[Pd-2]1([NH2+]c2ccccc2-c2ccccc21)[P+]3(c1ccccc1)c1ccccc1.[Cl-]*CN(C)C(=NC(C)(C)C)N(C)C,0.76
Brc1cccnc1*Sc1ccccc1*CC(C)c1cc(C(C)C)c(-c2ccccc2[P+](C2CCCCC2)(C2CCCCC2)[Pd-2]2(OS(C)(=O)=O)[NH2+]c3ccccc3-c3ccccc32)c(C(C)C)c1*CN1CCCN2CCCN=C12,0.0
Brc1cccnc1*N=C(N)Cc1ccccc1*CN(C)c1ccc([P+](C(C)(C)C)(C(C)(C)C)[Pd-2]2(OS(C)(=O)=O)[NH2+]c3ccccc3-c3ccccc32)cc1*CN(C)C(=NC(C)(C)C)N(C)C,0.0
Brc1cccnc1*CC1(C)OB(c2cnn(Cc3ccccc3)c2)OC1(C)C.O*CC(C)Oc1cccc(OC(C)C)c1-c1ccccc1[P+](C1CCCCC1)(C1CCCCC1)[Pd-2]1(Cl)[NH2+]c2ccccc2-c2ccccc21*C1CCC2=NCCCN2CC1,0.8
Brc1cccnc1*Nc1ccccc1*CS(=O)(=O)[O-].[Fe+2].c1ccc([P+](c2ccccc2)(c2cc[cH-]c2)[Pd-2]2([P+](c3ccccc3)(c3ccccc3)c3ccc[cH-]3)[NH2+]c3ccccc3-c3ccccc32)cc1*CN1CCCN2CCCN=C12,0.0
Brc1cccnc1*CC1(C)OB(c2cnn(Cc3ccccc3)c2)OC1(C)C.O*COc1ccc(C)c(-c2c(C(C)C)cc(C(C)C)cc2C(C)C)c1[P+](C(C)(C)C)(C(C)(C)C)[Pd-2]1(OS(C)(=O)=O)[NH2+]c2ccccc2-c2ccccc21*CCN(CC)P1(=NC(C)(C)C)N(C)CCCN1C,2.09
Brc1cccnc1*Nc1ccccc1*CC(C)c1cc(C(C)C)c(-c2ccccc2[P+](C2CCCCC2)(C2CCCCC2)[Pd-2]2(OS(C)(=O)=O)[NH2+]c3ccccc3-c3ccccc32)c(C(C)C)c1*C1CCC2=NCCCN2CC1,0.0
Brc1cccnc1*Nc1ccccc1*CS(=O)(=O)[O-].c1ccc([P+]2(c3ccccc3)c3ccc4ccccc4c3-c3c(ccc4ccccc34)[P+](c3ccccc3)(c3ccccc3)[Pd-3]23[NH2+]c2ccccc2-c2ccccc23)cc1*CC(C)(C)N=P(N1CCCC1)(N1CCCC1)N1CCCC1,0.0
Brc1cccnc1*NC(=O)c1ccccc1*CC(C)(C)[P+](C(C)(C)C)(C(C)(C)C)[Pd-2]1(Cl)[NH2+]c2ccccc2-c2ccccc21*C1CCC2=NCCCN2CC1,0.0
Brc1cccnc1*Nc1ccccc1*CC(C)(C)[P+](C(C)(C)C)(C(C)(C)C)[Pd-2]1(Cl)[NH2+]c2ccccc2-c2ccccc21*CN(C)C(=NC(C)(C)C)N(C)C,1.22
Brc1cccnc1*CC(C)(C)OC(N)=O*CC(C)Oc1cccc(OC(C)C)c1-c1ccccc1[P+](C1CCCCC1)(C1CCCCC1)[Pd-2]1(Cl)[NH2+]c2ccccc2-c2ccccc21*CN1CCCN2CCCN=C12,0.0
Brc1cccnc1*NS(=O)(=O)c1ccccc1*CC1c2c[cH-]cc2[P+](C2CCCCC2)(C2CCCCC2)[Pd-2]2([NH2+]c3ccccc3-c3ccccc32)[P+]1(C(C)(C)C)C(C)(C)C.CS(=O)(=O)[O-].[Fe+2].c1cc[cH-]c1*CN1CCCN2CCCN=C12,0.0
Brc1cccnc1*CC(N)CCc1ccccc1*CC(C)c1cc(C(C)C)c(-c2ccccc2[P+](C(C)(C)C)(C(C)(C)C)[Pd-2]2(OS(C)(=O)=O)[NH2+]c3ccccc3-c3ccccc32)c(C(C)C)c1*C1CCC2=NCCCN2CC1,2.04
Brc1cccnc1*C#Cc1ccc(CCCC)cc1*CC1(C)c2cccc3c2Oc2c1cccc2[P+](c1ccccc1)(c1ccccc1)[Pd-2]1([NH2+]c2ccccc2-c2ccccc21)[P+]3(c1ccccc1)c1ccccc1.[Cl-]*CN1CCCN2CCCN=C12,22.92
Brc1cccnc1*NC(=O)c1ccccc1*CC1(C)c2cccc3c2Oc2c1cccc2[P+](c1ccccc1)(c1ccccc1)[Pd-2]1([NH2+]c2ccccc2-c2ccccc21)[P+]3(c1ccccc1)c1ccccc1.[Cl-]*CN1CCCN2CCCN=C12,0.25
Brc1cccnc1*C#Cc1ccc(CCCC)cc1*CC1(C)c2cccc3c2Oc2c1cccc2[P+](c1ccccc1)(c1ccccc1)[Pd-2]1([NH2+]c2ccccc2-c2ccccc21)[P+]3(c1ccccc1)c1ccccc1.[Cl-]*CCN(CC)P1(=NC(C)(C)C)N(C)CCCN1C,3.51
Brc1cccnc1*Nc1ccccc1*COc1ccc(OC)c([P+](C(C)(C)C)(C(C)(C)C)[Pd-2]2(OS(C)(=O)=O)[NH2+]c3ccccc3-c3ccccc32)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C*CCN(CC)P1(=NC(C)(C)C)N(C)CCCN1C,1.58
Brc1cccnc1*CCOC(=O)CC(=O)OCC*COc1ccc(OC)c([P+](C23C[C@H]4C[C@@H](C2)C[C@@H](C3)C4)(C23C[C@H]4C[C@@H](C2)C[C@@H](C3)C4)[Pd-2]2(OS(C)(=O)=O)[NH2+]c3ccccc3-c3ccccc32)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C*CN1CCCN2CCCN=C12,4.93
Brc1cccnc1*CCOC(=O)/C=C/c1ccccc1*CS(=O)(=O)[O-].[Fe+2].c1ccc([P+](c2ccccc2)(c2cc[cH-]c2)[Pd-2]2([P+](c3ccccc3)(c3ccccc3)c3ccc[cH-]3)[NH2+]c3ccccc3-c3ccccc32)cc1*CC(C)(C)N=P(N1CCCC1)(N1CCCC1)N1CCCC1,0.0
Brc1cccnc1*Sc1ccccc1*CC(C)(C)[P+](C(C)(C)C)(C(C)(C)C)[Pd-2]1(Cl)[NH2+]c2ccccc2-c2ccccc21*CC(C)(C)N=P(N1CCCC1)(N1CCCC1)N1CCCC1,0.0
Brc1cccnc1*CC1(C)OB(c2cnn(Cc3ccccc3)c2)OC1(C)C.O*CC(C)Oc1cccc(OC(C)C)c1-c1ccccc1[P+](C1CCCCC1)(C1CCCCC1)[Pd-2]1(Cl)[NH2+]c2ccccc2-c2ccccc21*CN(C)C(=NC(C)(C)C)N(C)C,21.74
Brc1cccnc1*NC(=O)c1ccccc1*CS(=O)(=O)O[Pd-2]1([P+](c2ccccc2N2CCOCC2)(C23C[C@H]4C[C@@H](C2)C[C@@H](C3)C4)C23C[C@H]4C[C@@H](C2)C[C@@H](C3)C4)[NH2+]c2ccccc2-c2ccccc21*CCC=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C,0.0
Brc1cccnc1*Oc1ccccc1*COc1ccc(OC)c([P+](C2CCCCC2)(C2CCCCC2)[Pd-2]2(OS(C)(=O)=O)[NH2+]c3ccccc3-c3ccccc32)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C*CCN(CC)P1(=NC(C)(C)C)N(C)CCCN1C,0.0
Brc1cccnc1*OCCCc1ccccc1*CS(=O)(=O)[O-].c1ccc([P+]2(c3ccccc3)c3ccc4ccccc4c3-c3c(ccc4ccccc34)[P+](c3ccccc3)(c3ccccc3)[Pd-3]23[NH2+]c2ccccc2-c2ccccc23)cc1*CCN(CC)P1(=NC(C)(C)C)N(C)CCCN1C,0.0
Brc1cccnc1*Oc1ccccc1*CC(C)Oc1cccc(OC(C)C)c1-c1ccccc1[P+](C1CCCCC1)(C1CCCCC1)[Pd-2]1(Cl)[NH2+]c2ccccc2-c2ccccc21*CCN(CC)P1(=NC(C)(C)C)N(C)CCCN1C,0.0
Brc1cccnc1*NS(=O)(=O)c1ccccc1*COc1ccc(OC)c([P+](C(C)(C)C)(C(C)(C)C)[Pd-2]2(OS(C)(=O)=O)[NH2+]c3ccccc3-c3ccccc32)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C*CN(C)C(=NC(C)(C)C)N(C)C,5.17
Brc1cccnc1*Nc1ccc(-c2ccccc2)cn1*CC(C)Oc1cccc(OC(C)C)c1-c1ccccc1[P+](C1CCCCC1)(C1CCCCC1)[Pd-2]1(Cl)[NH2+]c2ccccc2-c2ccccc21*CN(C)C(=NC(C)(C)C)N(C)C,0.0
Brc1cccnc1*c1ccc(Pc2ccccc2)cc1*COc1ccc(OC)c([P+](C(C)(C)C)(C(C)(C)C)[Pd-2]2(OS(C)(=O)=O)[NH2+]c3ccccc3-c3ccccc32)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C*C1CCC2=NCCCN2CC1,0.0
Brc1cccnc1*NC(=O)c1ccccc1*CN(C)c1ccc([P+](C(C)(C)C)(C(C)(C)C)[Pd-2]2(OS(C)(=O)=O)[NH2+]c3ccccc3-c3ccccc32)cc1*CN(C)C(=NC(C)(C)C)N(C)C,0.0
Brc1cccnc1*CC(C)(C)OC(N)=O*C[C@]12C[C@@]3(C)O[C@](C)(C[C@@](C)(O1)O3)[P+]2(c1ccccc1)[Pd-2]1(OS(C)(=O)=O)[NH2+]c2ccccc2-c2ccccc21*CCN(CC)P1(=NC(C)(C)C)N(C)CCCN1C,0.0
Brc1cccnc1*Nc1ccc(-c2ccccc2)cn1*CN(C)c1ccc([P+](C(C)(C)C)(C(C)(C)C)[Pd-2]2(OS(C)(=O)=O)[NH2+]c3ccccc3-c3ccccc32)cc1*CN(C)C(=NC(C)(C)C)N(C)C,0.0
Brc1cccnc1*CCOC(=O)CC(=O)OCC*CN(C)c1ccc([P+](C(C)(C)C)(C(C)(C)C)[Pd-2]2(OS(C)(=O)=O)[NH2+]c3ccccc3-c3ccccc32)cc1*C1CCC2=NCCCN2CC1,0.28
Brc1cccnc1*N=C(N)Cc1ccccc1*COc1ccc(OC)c([P+](C23C[C@H]4C[C@@H](C2)C[C@@H](C3)C4)(C23C[C@H]4C[C@@H](C2)C[C@@H](C3)C4)[Pd-2]2(OS(C)(=O)=O)[NH2+]c3ccccc3-c3ccccc32)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C*CC(C)(C)N=P(N1CCCC1)(N1CCCC1)N1CCCC1,0.0
Brc1cccnc1*C#Cc1ccc(CCCC)cc1*CC(C)c1cc(C(C)C)c(-c2ccccc2[P+](C2CCCCC2)(C2CCCCC2)[Pd-2]2(OS(C)(=O)=O)[NH2+]c3ccccc3-c3ccccc32)c(C(C)C)c1*CC(C)(C)N=P(N1CCCC1)(N1CCCC1)N1CCCC1,8.87
Brc1cccnc1*Nc1ccc(-c2ccccc2)cn1*CC(C)Oc1cccc(OC(C)C)c1-c1ccccc1[P+](C1CCCCC1)(C1CCCCC1)[Pd-2]1(Cl)[NH2+]c2ccccc2-c2ccccc21*CCN(CC)P1(=NC(C)(C)C)N(C)CCCN1C,0.0
Brc1cccnc1*CC(N)CCc1ccccc1*CC(C)c1cc(C(C)C)c(-c2ccccc2[P+](C2CCCCC2)(C2CCCCC2)[Pd-2]2(OS(C)(=O)=O)[NH2+]c3ccccc3-c3ccccc32)c(C(C)C)c1*CCC=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C,1.06
Brc1cccnc1*CC(N)CCc1ccccc1*CS(=O)(=O)[O-].c1ccc([P+]2(c3ccccc3)c3ccc4ccccc4c3-c3c(ccc4ccccc34)[P+](c3ccccc3)(c3ccccc3)[Pd-3]23[NH2+]c2ccccc2-c2ccccc23)cc1*CCN(CC)P1(=NC(C)(C)C)N(C)CCCN1C,0.14
Brc1cccnc1*Oc1ccccc1*CN(C)c1ccc([P+](C(C)(C)C)(C(C)(C)C)[Pd-2]2(OS(C)(=O)=O)[NH2+]c3ccccc3-c3ccccc32)cc1*CCN(CC)P1(=NC(C)(C)C)N(C)CCCN1C,0.0
Brc1cccnc1*Sc1ccccc1*COc1ccc(OC)c([P+](C(C)(C)C)(C(C)(C)C)[Pd-2]2(OS(C)(=O)=O)[NH2+]c3ccccc3-c3ccccc32)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C*CC(C)(C)N=P(N1CCCC1)(N1CCCC1)N1CCCC1,0.0
Brc1cccnc1*c1ccc(Pc2ccccc2)cc1*COc1ccc(OC)c([P+](C2CCCCC2)(C2CCCCC2)[Pd-2]2(OS(C)(=O)=O)[NH2+]c3ccccc3-c3ccccc32)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C*CCN(CC)P1(=NC(C)(C)C)N(C)CCCN1C,0.0
Brc1cccnc1*Nc1ccc(-c2ccccc2)cn1*CC(C)(C)[P+](c1cc[cH-]c1)(C(C)(C)C)[Pd-2]1([P+](c2ccc[cH-]2)(C(C)(C)C)C(C)(C)C)[NH2+]c2ccccc2-c2ccccc21.CS(=O)(=O)[O-].[Fe+2]*CCC=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C,1.33
Brc1cccnc1*Oc1ccccc1*COc1ccc(OC)c([P+](C23C[C@H]4C[C@@H](C2)C[C@@H](C3)C4)(C23C[C@H]4C[C@@H](C2)C[C@@H](C3)C4)[Pd-2]2(OS(C)(=O)=O)[NH2+]c3ccccc3-c3ccccc32)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C*CN1CCCN2CCCN=C12,0.0
Brc1cccnc1*N=C(N)Cc1ccccc1*CS(=O)(=O)[O-].[Fe+2].c1ccc([P+](c2ccccc2)(c2cc[cH-]c2)[Pd-2]2([P+](c3ccccc3)(c3ccccc3)c3ccc[cH-]3)[NH2+]c3ccccc3-c3ccccc32)cc1*CCC=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C,0.0
Brc1cccnc1*CC(C)(C)OC(N)=O*CC(C)c1cc(C(C)C)c(-c2ccccc2[P+](C(C)(C)C)(C(C)(C)C)[Pd-2]2(OS(C)(=O)=O)[NH2+]c3ccccc3-c3ccccc32)c(C(C)C)c1*CCC=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C,9.52
Brc1cccnc1*CC(C)(C)OC(N)=O*CS(=O)(=O)[O-].[Fe+2].c1ccc([P+](c2ccccc2)(c2cc[cH-]c2)[Pd-2]2([P+](c3ccccc3)(c3ccccc3)c3ccc[cH-]3)[NH2+]c3ccccc3-c3ccccc32)cc1*CN(C)C(=NC(C)(C)C)N(C)C,0.0
Brc1cccnc1*c1ccc2[nH]ncc2c1*COc1ccc(C)c(-c2c(C(C)C)cc(C(C)C)cc2C(C)C)c1[P+](C(C)(C)C)(C(C)(C)C)[Pd-2]1(OS(C)(=O)=O)[NH2+]c2ccccc2-c2ccccc21*CCN(CC)P1(=NC(C)(C)C)N(C)CCCN1C,4.72
Brc1cccnc1*CCOC(=O)CC(=O)OCC*CC(C)c1cc(C(C)C)c(-c2ccccc2[P+](C(C)(C)C)(C(C)(C)C)[Pd-2]2(OS(C)(=O)=O)[NH2+]c3ccccc3-c3ccccc32)c(C(C)C)c1*CC(C)(C)N=P(N1CCCC1)(N1CCCC1)N1CCCC1,1.69
Brc1cccnc1*N=C(N)Cc1ccccc1*CS(=O)(=O)O[Pd-2]1([P+](c2ccccc2N2CCOCC2)(C23C[C@H]4C[C@@H](C2)C[C@@H](C3)C4)C23C[C@H]4C[C@@H](C2)C[C@@H](C3)C4)[NH2+]c2ccccc2-c2ccccc21*CN1CCCN2CCCN=C12,0.0
Brc1cccnc1*NC(=O)c1ccccc1*COc1ccc(OC)c([P+](C2CCCCC2)(C2CCCCC2)[Pd-2]2(OS(C)(=O)=O)[NH2+]c3ccccc3-c3ccccc32)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C*CN(C)C(=NC(C)(C)C)N(C)C,1.53
Brc1cccnc1*Sc1ccccc1*COc1ccc(OC)c([P+](C(C)(C)C)(C(C)(C)C)[Pd-2]2(OS(C)(=O)=O)[NH2+]c3ccccc3-c3ccccc32)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C*CCC=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C,0.0
Brc1cccnc1*C#Cc1ccc(CCCC)cc1*CS(=O)(=O)[O-].[Fe+2].c1ccc([P+](c2ccccc2)(c2cc[cH-]c2)[Pd-2]2([P+](c3ccccc3)(c3ccccc3)c3ccc[cH-]3)[NH2+]c3ccccc3-c3ccccc32)cc1*CC(C)(C)N=P(N1CCCC1)(N1CCCC1)N1CCCC1,0.04
Brc1cccnc1*Nc1ccccc1*CN(C)c1ccc([P+](C(C)(C)C)(C(C)(C)C)[Pd-2]2(OS(C)(=O)=O)[NH2+]c3ccccc3-c3ccccc32)cc1*C1CCC2=NCCCN2CC1,0.0
Brc1cccnc1*NC(=O)c1ccccc1*C[C@]12C[C@@]3(C)O[C@](C)(C[C@@](C)(O1)O3)[P+]2(c1ccccc1)[Pd-2]1(OS(C)(=O)=O)[NH2+]c2ccccc2-c2ccccc21*CN1CCCN2CCCN=C12,0.0
Brc1cccnc1*c1ccc2[nH]ncc2c1*CS(=O)(=O)O[Pd-2]1([P+](c2ccccc2N2CCOCC2)(C23C[C@H]4C[C@@H](C2)C[C@@H](C3)C4)C23C[C@H]4C[C@@H](C2)C[C@@H](C3)C4)[NH2+]c2ccccc2-c2ccccc21*CN1CCCN2CCCN=C12,0.0
Brc1cccnc1*c1ccc2[nH]ncc2c1*COc1ccc(OC)c([P+](C23C[C@H]4C[C@@H](C2)C[C@@H](C3)C4)(C23C[C@H]4C[C@@H](C2)C[C@@H](C3)C4)[Pd-2]2(OS(C)(=O)=O)[NH2+]c3ccccc3-c3ccccc32)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C*CN(C)C(=NC(C)(C)C)N(C)C,3.14
Brc1cccnc1*c1ccc(Pc2ccccc2)cc1*CC(C)c1cc(C(C)C)c(-c2ccccc2[P+](C(C)(C)C)(C(C)(C)C)[Pd-2]2(OS(C)(=O)=O)[NH2+]c3ccccc3-c3ccccc32)c(C(C)C)c1*CCN(CC)P1(=NC(C)(C)C)N(C)CCCN1C,0.0
Brc1cccnc1*CC(C)(C)OC(N)=O*CN(C)c1ccc([P+](C(C)(C)C)(C(C)(C)C)[Pd-2]2(OS(C)(=O)=O)[NH2+]c3ccccc3-c3ccccc32)cc1*CCC=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C,0.0
Brc1cccnc1*Oc1ccccc1*CS(=O)(=O)[O-].[Fe+2].c1ccc([P+](c2ccccc2)(c2cc[cH-]c2)[Pd-2]2([P+](c3ccccc3)(c3ccccc3)c3ccc[cH-]3)[NH2+]c3ccccc3-c3ccccc32)cc1*CCN(CC)P1(=NC(C)(C)C)N(C)CCCN1C,0.0
Brc1cccnc1*CC(C)(C)OC(N)=O*CC1(C)c2cccc3c2Oc2c1cccc2[P+](c1ccccc1)(c1ccccc1)[Pd-2]1([NH2+]c2ccccc2-c2ccccc21)[P+]3(c1ccccc1)c1ccccc1.[Cl-]*C1CCC2=NCCCN2CC1,0.0
Brc1cccnc1*NC(=O)c1ccccc1*CC1c2c[cH-]cc2[P+](C2CCCCC2)(C2CCCCC2)[Pd-2]2([NH2+]c3ccccc3-c3ccccc32)[P+]1(C(C)(C)C)C(C)(C)C.CS(=O)(=O)[O-].[Fe+2].c1cc[cH-]c1*C1CCC2=NCCCN2CC1,0.0
Brc1cccnc1*CC(N)CCc1ccccc1*COc1ccc(OC)c([P+](C2CCCCC2)(C2CCCCC2)[Pd-2]2(OS(C)(=O)=O)[NH2+]c3ccccc3-c3ccccc32)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C*CN1CCCN2CCCN=C12,0.17
